reviews,overall_rating,trip_type,room_rating,service_rating,location_rating,platform,review_month,review_year,cleaned_reviews
"We hosted a banquet party for some 100 guests here and also stayed in their family suite  and everything was beyond expectations! The suite was spacious, clean, and beautifully maintained, perfect for a comfortable family stay.

The banquet arrangements were spot on. The lunch buffet was exceptional  a delightful mix of Indian (North and South) as well as Western cuisine. Every dish was full of flavor, fresh, and beautifully presented.

A lovely bonus was the complimentary multi-cuisine breakfast the next morning, which offered something for every palate  from traditional Indian to continental options.

Staff were courteous, attentive, and made sure our event went smoothly. Would highly recommend this place for both family stays and events.

Looking forward to coming back!",5,family,5,5,5,trip advisor,2025-04,2025,hosted banquet party guests also stayed family suite everything beyond expectations suite spacious clean beautifully maintained perfect comfortable family stay banquet arrangements spot lunch buffet exceptional delightful mix indian north south well western cuisine every dish full flavor fresh beautifully presented lovely bonus complimentary multicuisine breakfast next morning offered something every palate traditional indian continental options staff courteous attentive made sure event went smoothly would highly recommend place family stays events looking forward coming back
Overated 4 stars ..my opinion 2 or 3 stars with terrible rooms with spider and old guest towels in room ..had to change rooms with crumbs served as onion pakodas,2,business,2,1,2,trip advisor,2025-02,2025,overated stars opinion stars terrible rooms spider old guest towels room change rooms crumbs served onion pakodas
"Think twice before booking hotel turmeric ..Horrible experience, they have full of untrained young staff.. Operation Manager Kadar is very irresponsible towards customers. Guy who picked our language forgot one bag in car. all bags he was supposed to picked from dickie of car. when we reliazed bag was missing..instead of accepting the fact, Manager Kadar imply put the blame on us and driver and denied to support and admit of his team mistake. There is another guy called Karthik who is GM of hotel turmeric is again waste he was attending some wedding has zero empathey towards customer.. he didnt bother to look into the matter. Mr GauriShankar or Owner of this hotel please take a look on staff you have hired to run your hotel Specially Manager Kadar and GM kartik utter waste.. these people are bogus has zero value for the cutomers ..
Only Food Service staff was courteous and triny best to help and meet the expectation.",1,family,2,1,3,trip advisor,2024-12,2024,think twice booking hotel turmeric horrible experience full untrained young staff operation manager kadar irresponsible towards customers guy picked language forgot one bag car bags supposed picked dickie car reliazed bag missinginstead accepting fact manager kadar imply put blame us driver denied support admit team mistake another guy called karthik gm hotel turmeric waste attending wedding zero empathey towards customer didnt bother look matter mr gaurishankar owner hotel please take look staff hired run hotel specially manager kadar gm kartik utter waste people bogus zero value cutomers food service staff courteous triny best help meet expectation
"Exceptional stay at Erode. I was traveling from Munnar to Banglore and took a break in erode
Breakfast was awesome Homestyle chicken curry was exceptional, I shouldn't have missed dinner due to Google reviews .
Comfy stay, Rooms are very spacious. Value for money

Loved it.",5,family,5,5,4,trip advisor,2024-11,2024,exceptional stay erode traveling munnar banglore took break erode breakfast awesome homestyle chicken curry exceptional shouldnt missed dinner due google reviews comfy stay rooms spacious value money loved
"We recently hosted our Apollo tyres at turmeric Hotel Erode. The hospitality and service were exceptional special thanks to mr soban & anbu, surya, gowtham ,samy Engg Ninith Team hk team for their outstanding support, special thanks to Chef team. They went above and beyond to ensure our guests were comfortable and well taken care of.",5,business,5,5,5,trip advisor,2025-09,2025,recently hosted apollo tyres turmeric hotel erode hospitality service exceptional special thanks mr soban anbu surya gowtham samy engg ninith team hk team outstanding support special thanks chef team went beyond ensure guests comfortable well taken care
Nice atmosphere in hall wise and also food preparation in disbursement. Keep it. I thank to our management for this hotel valuable Staff members present and help to customers wise. Totally all are good ?? in enjoying this business meeting with Bank of Baroda at Trichy region.,5,business,5,5,5,trip advisor,2025-09,2025,nice atmosphere hall wise also food preparation disbursement keep thank management hotel valuable staff members present help customers wise totally good enjoying business meeting bank baroda trichy region
"Astonishingly good value. I paid for the cheapest room and had low expectations. This hotel is a bargain. I can't understand why it is so cheap. The room was spacious, modern bathroom, super clean. Even a box of tissues in the room. The staff were very helpful. Lovely pool with views over the whole city. Lovely breakfast. Even newspaper left outside room in morning. 5 star service at 2 star peice",5,solo,5,5,5,trip advisor,2024-08,2024,astonishingly good value paid cheapest room low expectations hotel bargain cant understand cheap room spacious modern bathroom super clean even box tissues room staff helpful lovely pool views whole city lovely breakfast even newspaper left outside room morning star service star peice
"A decent hotel with reasonable service. The staff are a little stiff and not very friendly. The rooms are good and spacious.
The breakfast menu is elementary with a good variety of fruits, Indian and continental dishes. Service in the restaurant in the morning hours is good but in the dinner time it is a tad low in quality",4,business,4,4,4,trip advisor,2024-06,2024,decent hotel reasonable service staff little stiff friendly rooms good spacious breakfast menu elementary good variety fruits indian continental dishes service restaurant morning hours good dinner time tad low quality
"Excellent hospitality
Best 4 star hotel in erode, it's always very difficult to find hotels with good service in Erode but thay have the excellent service and all staff were very friendly only problem is its a new hotel little bit service delay from room service..",4,solo,4,3,4,trip advisor,2024-04,2024,excellent hospitality best star hotel erode always difficult find hotels good service erode thay excellent service staff friendly problem new hotel little bit service delay room service
"The rooms were clean, very comfortable, and the staff was cordial. Breakfast was good with decent variety .

I had a good experience at the (HN). Every staff member I encountered, from the valet to the check-in to the cleaning staff, were eager to help!
Thank you! Will recommend to my colleagues and friends !",4,business,4,4,4,trip advisor,2024-04,2024,rooms clean comfortable staff cordial breakfast good decent variety good experience hn every staff member encountered valet checkin cleaning staff eager help thank recommend colleagues friends
"Very nice hotel and ambiance, clean and spacious rooms. Amenities great and resturant was too good and excellent food. Worth for money.. Can't wait for my next visit. Very pleasant and decent hotel in the town. Staff are very good in the night had power problem but they rectified as soon as possible. We never had any hassle.. Really recommended..",5,family,5,4,5,trip advisor,2024-04,2024,nice hotel ambiance clean spacious rooms amenities great resturant good excellent food worth money cant wait next visit pleasant decent hotel town staff good night power problem rectified soon possible never hassle really recommended
"It was a pleasure to stay in this beautiful new luxury hotel turmeric in erode, just 5 minutes from the Thindal Murugan temple. The car arrives at the hotel and your valet happily follows you to the parking lot. Wonderful greeting for the front desk, the staff is friendly and helpful. The rooms are comfortable and a great place to stay. Sleep quality is very good.
Breakfast in restaurant was very good and i I would say the food was worth it. Everything about this hotel is reasonably priced. I would definitely recommend it.",5,couples,5,5,5,trip advisor,2024-04,2024,pleasure stay beautiful new luxury hotel turmeric erode minutes thindal murugan temple car arrives hotel valet happily follows parking lot wonderful greeting front desk staff friendly helpful rooms comfortable great place stay sleep quality good breakfast restaurant good would say food worth everything hotel reasonably priced would definitely recommend
Very bad experience.. Money waste..not a 4star hotel...not able to give 1 star itself..not recommend others...this is the first experience that power lose in a hotel all the time..from 6pm to morning power failed 10 times minimum..water supply also cut one time in bathroom,1,family,3,1,4,trip advisor,2024-04,2024,bad experience money wastenot star hotelnot able give star itselfnot recommend othersthis first experience power lose hotel timefrom pm morning power failed times minimumwater supply also cut one time bathroom
"Brand new hotel
Little away from city
Quiet and calm with out noise
Spacious and comfortable rooms
Rooms have all facilities
Clean bath
Radio shower
Soft bed
All roo.s are executive style
Front office service is okay type only
Restaurant food quality is not upto the mark
Reasonably priced",4,business,4,3,4,trip advisor,2023-12,2023,brand new hotel little away city quiet calm noise spacious comfortable rooms rooms facilities clean bath radio shower soft bed roos executive style front office service okay type restaurant food quality upto mark reasonably priced
wonderful place stay and fun  erode has got a premium stay at affordable prices best choice for business or family or occasion,5,group,5,5,5,goibibo,2025-05,2025,wonderful place stay fun erode got premium stay affordable prices best choice business family occasion
"it's a great stay, nice interior and clean room.. here food items are very tasty.. we enjoyed the stay. thank you",5,women,5,5,5,goibibo,2025-05,2025,great stay nice interior clean room food items tasty enjoyed stay thank
best wishes and look is good,4,group,4,4,4,goibibo,2025-05,2025,best wishes look good
"the rooms were clean, very comfortable, and the staff was cordial. breakfast was good with decent variety .",5,group,5,4,5,goibibo,2025-03,2025,rooms clean comfortable staff cordial breakfast good decent variety
Food Taste can improve,4,solo,4,3,4,goibibo,2024-08,2024,food taste improve
My stay at this hotel was very pleasant. I look forward to staying at the same place when I next visit Erode.,5,solo,4,4,4,goibibo,2024-07,2024,stay hotel pleasant look forward staying place next visit erode
"The hotel location was apt , great room , clean and neat We stayed for a short time and the experience was good . Room ambiance was very nice too",5,family,5,5,5,goibibo,2024-06,2024,hotel location apt great room clean neat stayed short time experience good room ambiance nice
"Excellent hotel, courteous . ever smiling & efficient staff, sumptuous breakfast with a good spread , nice gym & pool. If you need a hotel in erode for stay with family or for business , turmeric is the place to be . Great vibes Vijay Sankar CG , 26may2024",5,family,5,5,5,goibibo,2024-05,2024,excellent hotel courteous ever smiling efficient staff sumptuous breakfast good spread nice gym pool need hotel erode stay family business turmeric place great vibes vijay sankar cg may
"Pleasant Stay , especially staff were very friendly comfortable check in and check out process ,, staff behaviour completely awesome , easy connecting",5,solo,5,5,5,goibibo,2024-05,2024,pleasant stay especially staff friendly comfortable check check process staff behaviour completely awesome easy connecting
"Clean room with all amenities, excellent and well behaved staffs, good food and nice ambience.",5,group,5,5,5,goibibo,2024-03,2024,clean room amenities excellent well behaved staffs good food nice ambience
"Posh Like looking Hotel, where ac wont work and charge thousands of rupees. Max try not to come. I have waited literally for hours no response from reception and then no ac service. I had good impression in beginning but i lost it.",1,group,1,1,1,goibibo,2024-02,2024,posh like looking hotel ac wont work charge thousands rupees max try come waited literally hours response reception ac service good impression beginning lost
"Its a nice hotel. I had a pleasant stay. Thank you
Its a nice hotel. I had a pleasant stay. Thank you
Its a nice hotel. I had a pleasant stay. Thank you
",4,solo,5,4,5,makemytrip,2025-06,2025,nice hotel pleasant stay thank nice hotel pleasant stay thank nice hotel pleasant stay thank
"Excellent kitchen, very cordial staff. the location suites us. the front desk went out of its way to help with printing my daughter's project work.",4,family,4,4,5,makemytrip,2025-06,2025,excellent kitchen cordial staff location suites us front desk went way help printing daughters project work
The reception team was very rude. inspite of booking a king bed. they provided room with twin bed. The way they handled this incident was very rude and arrogant. Totally Worst Experience,1,family,3,1,1,makemytrip,2025-06,2025,reception team rude inspite booking king bed provided room twin bed way handled incident rude arrogant totally worst experience
Brand New hotel with very good facilities. Breakfast buffet has wide spread tasty food. Location is on the Main Road. Thindal Murugan Temple is walkable from this hotel,5,group,5,4,4,makemytrip,2025-05,2025,brand new hotel good facilities breakfast buffet wide spread tasty food location main road thindal murugan temple walkable hotel
Great stay. Great rooms and ambience. Restaurant ambience and food was exceptional. However I felt that the room service was a bit disappointing as we had to remind them twice for each item,4,family,4,4,4,makemytrip,2025-05,2025,great stay great rooms ambience restaurant ambience food exceptional however felt room service bit disappointing remind twice item
